                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     59,                0.82492,                 1.1866,                 1.1105,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00022449,             0.00022449,             0.00022449
                     60,                 0.8985,                 1.1776,                 1.1034,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00022305,             0.00022305,             0.00022305
                     61,                0.79532,                 1.0959,                  1.056,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00022143,             0.00022143,             0.00022143
                     62,                0.85259,                 1.2681,                 1.1101,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00021963,             0.00021963,             0.00021963
                     63,                0.78384,                 1.1241,                  1.046,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00021765,             0.00021765,             0.00021765
                     64,                0.74889,                 1.0309,                 1.0112,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0002155,              0.0002155,              0.0002155
                     65,                0.79759,                0.99913,                 1.0217,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00021316,             0.00021316,             0.00021316
                     66,                0.68947,                0.93001,                0.98987,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00021064,             0.00021064,             0.00021064
                     67,                0.81058,                 1.2107,                 1.0599,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00020794,             0.00020794,             0.00020794
                     68,                0.79621,                 1.0578,                 1.0527,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00020506,             0.00020506,             0.00020506
                     69,                0.72186,                0.96717,                 1.0251,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000202,               0.000202,               0.000202
                     70,                0.72985,                0.98216,                 1.0642,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00019876,             0.00019876,             0.00019876
                     71,                0.69911,                 1.0526,                0.98585,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00019534,             0.00019534,             0.00019534
                     72,                0.75136,                 1.0266,                 1.0485,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00019175,             0.00019175,             0.00019175
                     73,                0.76544,                0.97469,                 1.0515,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00018797,             0.00018797,             0.00018797
                     74,                0.78443,                 1.0235,                 1.0906,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00018401,             0.00018401,             0.00018401
                     75,                0.75598,                 1.0915,                 1.0683,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00017987,             0.00017987,             0.00017987
                     76,                0.71776,                0.91846,                 1.0238,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00017555,             0.00017555,             0.00017555
                     77,                0.76299,                0.95829,                 1.0089,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00017105,             0.00017105,             0.00017105
                     78,                0.78198,                 1.1079,                 1.0233,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00016637,             0.00016637,             0.00016637
                     79,                0.66447,                0.87606,                0.94722,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00016151,             0.00016151,             0.00016151
                     80,                0.68029,                0.94247,                 1.0096,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00015648,             0.00015648,             0.00015648
                     81,                0.57459,                0.92926,                0.97867,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00015126,             0.00015126,             0.00015126
                     82,                0.71454,                 1.0263,                 1.0554,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00014586,             0.00014586,             0.00014586
                     83,                0.68368,                0.97193,                 1.0045,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00014028,             0.00014028,             0.00014028
                     84,                0.72782,                0.97521,                  1.025,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00013452,             0.00013452,             0.00013452
                     85,                0.65101,                0.87555,                0.96845,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00012858,             0.00012858,             0.00012858
                     86,                0.70838,                0.96649,                 1.0203,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00012247,             0.00012247,             0.00012247
                     87,                0.62351,                0.88563,                0.94141,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00011617,             0.00011617,             0.00011617
                     88,                0.68992,                  0.946,                0.99409,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00010969,             0.00010969,             0.00010969
                     89,                0.66547,                0.89412,                0.97183,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             0.00010303,             0.00010303,             0.00010303
                     90,                0.65374,                0.89605,                 1.0075,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             9.6191e-05,             9.6191e-05,             9.6191e-05
                     91,                0.69304,                  1.087,                 1.0562,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             8.9173e-05,             8.9173e-05,             8.9173e-05
                     92,                0.69058,                 1.0125,                 1.0291,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             8.1975e-05,             8.1975e-05,             8.1975e-05
                     93,                0.65521,                0.95292,                 1.0123,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             7.4596e-05,             7.4596e-05,             7.4596e-05
                     94,                0.67688,                0.96787,                0.95599,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             6.7038e-05,             6.7038e-05,             6.7038e-05
                     95,                 0.7118,                  1.064,                 1.1205,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               5.93e-05,               5.93e-05,               5.93e-05
                     96,                0.63082,                0.89263,                0.95714,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             5.1381e-05,             5.1381e-05,             5.1381e-05
                     97,                0.63333,                 0.9495,                 1.0312,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             4.3283e-05,             4.3283e-05,             4.3283e-05
                     98,                0.66286,                0.96898,                 1.0107,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             3.5005e-05,             3.5005e-05,             3.5005e-05
                     99,                0.71116,                0.92606,                 0.9599,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             2.6546e-05,             2.6546e-05,             2.6546e-05
                    100,                0.66843,                0.93727,                0.94957,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,             1.7908e-05,             1.7908e-05,             1.7908e-05
